# Au Pd (standard electrode potentials vs SHE collected from:
# Atlas of Electrochemical Equilibria in Aquesous Solutions (Marcel Pourbaix)
0 1.50 0.95 0.93 0.56
32.5 1.50 0.95 0.93 0.56
